AN_LETIVO,CD_ALUNO_SME,DESC_RACA_COR,CD_SEXO,TIPO_ESCOLA,DRE,NOME_DISTRITO,TURMA_ESCOL,MODALIDADE_SEGMENTO,DESC_SERIE,DESC_PAIS_NASC
2016,6595180,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SANTA CECILIA,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,6087444,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,PRE,INFANTIL I,SIRIA
2016,6386928,INDIGENA,F,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SANTA CECILIA,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,6279400,PARDA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,LIBERDADE,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,6047862,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BOM RETIRO,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,6253489,INDIGENA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,EJA5A8,EJA MIV,BOLIVIA
2016,4140215,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO,PEDREIRA,S,EJA5A8,EJA COMPL II,ESTADOS UNIDOS DA AMERICA (EUA)
2016,4888812,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA CURUCA,S,Fund1,C.II 4.ANO F9,JAMAICA
2016,4888812,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA CURUCA,S,Fund1,C.II 4.ANO F9,JAMAICA
2016,6306725,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BELA VISTA,S,CRECHE,MINI GRUPO I,REPUBLICA DO HAITI
2016,6368677,BRANCA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BOM RETIRO,S,CRECHE,BERCARIO II,ARGENTINA
2016,6325537,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,LAJEADO,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,6317794,NAO DECLARADA,F,CEU EMEI    ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,CIDADE LIDER,S,PRE,INFANTIL II,EQUADOR
2016,6528814,PRETA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,GUAIANASES,S,CRECHE,MINI GRUPO I,REPUBLICA DO HAITI
2016,6499348,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,CIDADE TIRADENTES,S,CRECHE,BERCARIO II,ANGOLA
2016,6137076,BRANCA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BOM RETIRO,S,CRECHE,MINI GRUPO I,PARAGUAI
2016,6594616,NAO DECLARADA,F,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BOM RETIRO,S,CRECHE,MINI GRUPO I,PARAGUAI
2016,6381664,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,LIBERDADE,S,CRECHE,MINI GRUPO I,REPUBLICA DO HAITI
2016,6074102,PARDA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,PRE,INFANTIL II,BOLIVIA
2016,6086359,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CACHOEIRINHA,S,PRE,INFANTIL II,BOLIVIA
2016,6659442,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,PRE,INFANTIL I,BOLIVIA
2016,6620630,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,PROJ,PROJOVEM,ANGOLA
2016,5840463,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,LAJEADO,S,PRE,INFANTIL I,BOLIVIA
2016,6080013,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,PRE,INFANTIL II,BOLIVIA
2016,6262729,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,GUAIANASES,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,6517098,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,CONSOLACAO,S,PRE,INFANTIL II,CONGO
2016,6506338,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,CONSOLACAO,S,PRE,INFANTIL II,PERU
2016,5282966,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BOM RETIRO,S,PRE,INFANTIL II,BOLIVIA
2016,6195656,BRANCA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BOM RETIRO,S,PRE,INFANTIL II,PARAGUAI
2016,6675655,PRETA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,JOSE BONIFACIO,S,PRE,INFANTIL II,ANGOLA
2016,6539700,PRETA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6482780,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,VILA ANDRADE,S,PRE,INFANTIL I,REPUBLICA DO HAITI
2016,6523218,PRETA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,CRECHE,MINI GRUPO I,CONGO
2016,6492272,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,FREGUESIA DO O,S,PRE,INFANTIL I,BOLIVIA
2016,6283522,NAO DECLARADA,M,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BRAS,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,6597928,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL II,ANGOLA
2016,6597928,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL I,ANGOLA
2016,6136973,PARDA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PENHA,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,6592183,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,PRE,INFANTIL II,ANGOLA
2016,6348949,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,PRE,INFANTIL II,SIRIA
2016,6348534,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,PRE,INFANTIL I,BOLIVIA
2016,4868420,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6683644,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6691513,AMARELA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6247870,INDIGENA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BRAS,S,PRE,INFANTIL I,BOLIVIA
2016,6041015,AMARELA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BRAS,S,PRE,INFANTIL I,ARGENTINA
2016,6431505,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL I,BOLIVIA
2016,6397396,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL I,BOLIVIA
2016,6446115,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SAUDE,S,CRECHE,BERCARIO II,ESTADOS UNIDOS DA AMERICA (EUA)
2016,6431525,PRETA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,GUAIANASES,S,PRE,INFANTIL II,REPUBLICA DO HAITI
2016,6176678,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,FREGUESIA DO O,S,CRECHE,MINI GRUPO II,CHILE
2016,6466069,NAO DECLARADA,M,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6175284,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,PRE,INFANTIL II,BOLIVIA
2016,6667932,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,PRE,INFANTIL I,BOLIVIA
2016,6274903,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,PRE,INFANTIL I,BOLIVIA
2016,6660773,PRETA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6295444,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TUCURUVI,S,PRE,INFANTIL II,PERU
2016,6424157,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,CRECHE,BERCARIO II,BOLIVIA
2016,6301335,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL I,BOLIVIA
2016,6250784,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL II,BOLIVIA
2016,6346327,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL II,BOLIVIA
2016,6431505,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL I,BOLIVIA
2016,6183691,NAO DECLARADA,F,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PARI,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,6556265,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BELA VISTA,S,PRE,INFANTIL I,ANGOLA
2016,6477204,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,PRE,INFANTIL I,ANGOLA
2016,6265517,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,JACANA,S,PRE,INFANTIL I,BOLIVIA
2016,6272825,BRANCA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SAO LUCAS,S,PRE,INFANTIL II,JAPAO
2016,6272825,BRANCA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SAO LUCAS,S,PRE,INFANTIL II,JAPAO
2016,6074102,PARDA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CASA VERDE,S,PRE,INFANTIL II,BOLIVIA
2016,5795219,BRANCA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SAO LUCAS,S,PRE,INFANTIL II,PORTUGAL
2016,6077600,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CASA VERDE,S,PRE,INFANTIL I,BOLIVIA
2016,6428800,AMARELA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,CRECHE,MINI GRUPO I,PERU
2016,6366450,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,6559488,PRETA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,JARDIM SAO LUIS,S,PRE,INFANTIL II,ANGOLA
2016,6504489,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,CRECHE,MINI GRUPO II,PAQUISTAO
2016,6350217,NAO DECLARADA,F,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6629289,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,6095018,NAO DECLARADA,F,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,JACANA,S,CRECHE,MINI GRUPO II,ARGENTINA
2016,6283522,NAO DECLARADA,M,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,6581214,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,CIDADE LIDER,S,CRECHE,BERCARIO II,ANGOLA
2016,6077600,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CASA VERDE,S,PRE,INFANTIL I,BOLIVIA
2016,6284833,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,CRECHE,MINI GRUPO II,JAPAO
2016,5805332,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ARTUR ALVIM,S,PRE,INFANTIL II,BOLIVIA
2016,6477204,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PARI,S,PRE,INFANTIL I,ANGOLA
2016,6201318,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,PRE,INFANTIL II,BOLIVIA
2016,6546169,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,PRE,INFANTIL II,ANGOLA
2016,5790018,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PIRITUBA,S,PRE,INFANTIL II,PORTUGAL
2016,6025446,PARDA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PERUS,S,PRE,INFANTIL I,PERU
2016,6490709,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,CRECHE,MINI GRUPO II,REPUBLICA DO HAITI
2016,6326098,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CACHOEIRINHA,S,PRE,INFANTIL I,BOLIVIA
2016,6408153,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,6465986,PARDA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,JARDIM HELENA,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6517722,PRETA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PERUS,S,PRE,INFANTIL I,REPUBLICA DO HAITI
2016,6064925,BRANCA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PIRITUBA,S,PRE,INFANTIL II,COLOMBIA
2016,6310678,PARDA,M,CIEJA       ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,GUAIANASES,S,EJA5A8,MIII CIEJA,PAQUISTAO
2016,4677483,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ERMELINO MATARAZZO,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,5190277,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ERMELINO MATARAZZO,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,5255100,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,LAJEADO,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6075144,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,GUAIANASES,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,5197081,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,SOCORRO,S,Fund1,C.II 5.ANO F9,JAPAO
2016,6695572,PRETA,F,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,CAMPO LIMPO,S,Fund2,C.III 7.ANO F9,REPUBLICA DO HAITI
2016,6277236,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,VILA MATILDE,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,5963368,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,5963368,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,5963368,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,5040711,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,6548004,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,Fund2,C.III 7.ANO F9,CONGO
2016,4991056,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,BRASILANDIA,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,4264245,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ARTUR ALVIM,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,6381455,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAPOPEMBA,S,Fund1,C.II 4.ANO F9,ANGOLA
2016,6454210,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAO MATEUS,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,4970080,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CACHOEIRINHA,S,Fund1,C.II 4.ANO F9,JAPAO
2016,4835977,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAO MATEUS,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,6276446,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,GUAIANASES,S,Fund2,C.III 8.ANO F9,BOLIVIA
2016,4778519,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,Fund2,C.III 9.ANO F9,JAPAO
2016,6057975,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ARTUR ALVIM,S,Fund1,C.II 5.ANO F9,ANGOLA
2016,4066484,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ARTUR ALVIM,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,5224781,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ARTUR ALVIM,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,6656488,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,6164713,BRANCA,F,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA CURUCA,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,4658877,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,BRASILANDIA,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,4581067,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,6300210,INDIGENA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,6209436,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,BRASILANDIA,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,6356772,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6395023,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6053604,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PONTE RASA,S,Fund1,C.II 4.ANO F9,JAPAO
2016,6622714,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,VILA MATILDE,S,Fund1,C.II 4.ANO F9,CONGO
2016,6107544,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CACHOEIRINHA,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,6548316,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,JOSE BONIFACIO,S,Fund1,C.I 1.ANO F9,ANGOLA
2016,5213812,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,CARRAO,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,6414376,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ARTUR ALVIM,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,6165941,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,GRAJAU,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6380101,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,5022065,BRANCA,M,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO,SANTO AMARO,S,Fund1,C.I 3.ANO F9,PERU
2016,6381455,NAO DECLARADA,M,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO,SANTO AMARO,S,Fund1,C.II 4.ANO F9,ANGOLA
2016,6390008,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,AGUA RASA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,5836819,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,4462238,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,Fund1,C.I 3.ANO F9,MOCAMBIQUE
2016,4866482,INDIGENA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,4854955,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,5224781,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ARTUR ALVIM,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,5820815,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAO MATEUS,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6572933,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,Fund1,C.I 2.ANO F9,ANGOLA
2016,5082809,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CASA VERDE,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,5817904,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,CAPAO REDONDO,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,6593849,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,Fund1,C.I 1.ANO F9,ANGOLA
2016,6454210,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,CIDADE LIDER,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6372776,PRETA,M,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,Fund2,C.III 9.ANO F9,ANGOLA
2016,6276904,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAO MATEUS,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,6276924,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,6282397,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,GUAIANASES,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,6515581,NAO DECLARADA,M,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,Fund1,C.I 2.ANO F9,ANGOLA
2016,6164713,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAPOPEMBA,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,5293477,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CACHOEIRINHA,S,Fund1,C.I 2.ANO F9,BOLIVIA
